,Produto,Tipo Contrato,Data/Hora,MWm,MWh,Preço (R$),Cancelado
0,SE CON MEN FEV/20 - Preço Fixo,Boleta,31/12/2019 08:39:20,1.5,1044.0,323.0,Não
1,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 18:00:00,1.0,744.0,328.0,Não
2,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 17:57:48,0.1,74.4,327.0,Não
3,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 17:57:47,0.9,669.6,326.9,Não
4,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 17:52:25,4.0,2784.0,323.0,Não
5,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:40:43,1.0,744.0,270.0,Não
6,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:40:40,0.5,372.0,269.0,Não
7,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:40:34,3.0,2232.0,269.0,Não
8,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:40:18,1.0,744.0,270.0,Não
9,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:39:50,1.5,1116.0,272.0,Não
10,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 17:16:03,1.0,696.0,323.0,Não
11,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 17:06:53,2.0,1488.0,270.0,Não
12,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 17:04:18,1.0,744.0,325.0,Não
13,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 16:56:52,2.0,1392.0,322.0,Não
14,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 16:51:38,2.0,1488.0,326.0,Não
15,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:50:52,1.5,1116.0,324.0,Não
16,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:50:41,1.5,1116.0,325.0,Não
17,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:43:41,0.5,372.0,325.0,Não
18,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:43:31,0.5,372.0,324.0,Não
19,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 16:41:32,2.0,1488.0,325.0,Não
20,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 16:38:39,1.0,696.0,321.5,Não
21,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:28:05,1.0,744.0,325.0,Não
22,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:27:58,2.0,1488.0,325.0,Não
23,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:23:58,1.0,744.0,325.5,Não
24,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 16:14:15,2.0,1488.0,325.0,Não
25,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 15:47:42,1.0,744.0,322.0,Não
26,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 15:41:26,1.0,744.0,320.0,Não
27,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 15:40:29,0.1,69.6,316.0,Não
28,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 15:38:08,0.1,69.6,316.0,Não
29,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 15:35:22,0.1,74.4,318.0,Não
30,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 15:15:15,1.0,696.0,320.0,Não
31,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 15:09:14,1.0,744.0,320.0,Não
32,SE CON MEN ABR/20 - Preço Fixo,Boleta,30/12/2019 14:55:52,7.0,5040.0,218.0,Não
33,SE CON MEN ABR/20 - Preço Fixo,Boleta,30/12/2019 14:48:09,3.0,2160.0,218.0,Não
34,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 14:51:49,1.0,744.0,318.0,Não
35,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 14:46:58,2.0,1488.0,264.0,Não
36,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 14:45:57,5.0,3720.0,268.0,Não
37,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 14:45:57,1.0,744.0,270.0,Não
38,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 14:45:58,1.0,744.0,270.0,Não
39,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 14:42:41,1.0,696.0,318.0,Não
40,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 14:41:43,1.0,696.0,318.0,Não
41,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 14:41:43,1.0,696.0,317.0,Não
42,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 14:31:43,1.0,744.0,316.5,Não
43,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 14:30:41,1.5,1116.0,265.0,Não
44,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 14:27:57,2.0,1392.0,316.5,Não
45,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 14:14:55,3.0,2232.0,320.0,Não
46,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 13:48:53,1.5,1116.0,314.0,Não
47,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 13:39:52,0.5,372.0,314.0,Não
48,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 13:35:06,1.0,744.0,315.0,Não
49,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 13:34:48,2.0,1392.0,315.0,Não
50,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 12:38:56,1.4,974.4,316.0,Não
51,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 12:28:41,2.0,1392.0,310.0,Não
52,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 12:28:02,2.0,1392.0,307.5,Não
53,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 12:17:41,2.0,1392.0,317.0,Não
54,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 12:15:49,2.0,1392.0,316.0,Não
55,SE CON MEN MAR/20 - Preço Fixo,Boleta,30/12/2019 12:12:26,3.0,2232.0,267.0,Não
56,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 12:09:27,1.0,696.0,315.0,Não
57,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 12:09:26,1.0,696.0,315.0,Não
58,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 12:07:50,5.3,3943.2,315.0,Não
59,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 12:07:12,5.0,3720.0,310.0,Não
60,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:48:16,1.0,696.0,312.0,Não
61,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 11:48:15,1.0,744.0,315.0,Não
62,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 11:44:51,1.0,744.0,315.0,Não
63,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 11:11:16,5.0,3720.0,315.0,Não
64,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:10:15,1.0,696.0,312.0,Não
65,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:10:13,1.0,696.0,312.0,Não
66,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:10:01,1.0,696.0,311.0,Não
67,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 11:07:48,3.0,2232.0,310.0,Não
68,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:05:08,1.0,696.0,310.0,Não
69,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:05:08,1.0,696.0,310.0,Não
70,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:05:07,1.0,696.0,310.0,Não
71,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:04:55,1.0,696.0,308.0,Não
72,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 11:04:25,5.0,3720.0,310.0,Não
73,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 11:04:14,1.0,696.0,308.0,Não
74,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 10:54:11,1.2,835.2,305.0,Não
75,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:53:12,1.0,696.0,305.0,Não
76,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 10:51:01,5.0,3480.0,305.0,Não
77,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 10:47:44,5.0,3480.0,300.0,Não
78,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 10:47:06,1.0,744.0,299.0,Não
79,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:46:43,1.0,744.0,310.0,Não
80,SE CON MEN MAR/20 - Preço Fixo,Boleta,30/12/2019 10:44:44,5.0,3720.0,262.0,Não
81,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:43:51,1.0,744.0,309.0,Não
82,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 10:43:46,2.0,1392.0,306.0,Não
83,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:43:40,1.0,744.0,308.0,Não
84,SE CON MEN MAR/20 - Preço Fixo,Boleta,30/12/2019 10:39:38,5.0,3720.0,260.0,Não
85,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:39:13,1.0,744.0,297.5,Não
86,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:35:56,1.0,744.0,298.0,Não
87,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:30:10,1.0,696.0,304.0,Não
88,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:30:11,2.0,1392.0,306.0,Não
89,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:30:11,2.0,1392.0,305.0,Não
90,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 10:28:16,1.0,744.0,260.0,Não
91,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 10:23:51,2.0,1488.0,263.0,Não
92,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 10:22:09,1.0,744.0,310.0,Não
93,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:21:53,1.0,696.0,303.5,Não
94,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:21:35,1.0,696.0,305.0,Não
95,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:21:34,2.0,1392.0,304.0,Não
96,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:20:17,1.0,744.0,307.0,Não
97,SE CON MEN FEV/20 - Preço Fixo,Boleta,30/12/2019 10:18:56,10.0,6960.0,300.0,Não
98,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 10:18:17,1.0,696.0,304.0,Não
99,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:11:57,1.0,744.0,304.5,Não
100,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 10:11:40,1.0,744.0,307.9,Não
101,SE CON MEN JAN/20 - Preço Fixo,Boleta,30/12/2019 10:10:31,0.2,148.8,306.9,Não
102,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 10:05:21,0.8,595.2,306.9,Não
103,SE CON MEN MAR/20 - Preço Fixo,Balcão,30/12/2019 10:01:06,1.0,744.0,240.0,Sim
104,SE CON MEN FEV/20 - Preço Fixo,Balcão,30/12/2019 09:45:49,2.0,1392.0,300.0,Não
105,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 09:43:32,1.0,744.0,305.0,Não
106,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 09:16:43,1.5,1116.0,305.0,Não
107,SE CON MEN JAN/20 - Preço Fixo,Balcão,30/12/2019 09:13:00,1.0,744.0,303.0,Não
108,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 17:53:26,3.0,2232.0,299.83,Não
109,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 17:50:16,2.0,1488.0,300.0,Não
110,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 17:50:16,1.0,744.0,301.0,Não
111,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 17:44:08,1.0,696.0,300.0,Não
112,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 17:33:32,1.0,744.0,260.0,Não
113,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 17:21:38,0.4,297.6,302.0,Não
114,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 17:12:02,5.0,3480.0,302.0,Não
115,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 16:46:06,5.0,3480.0,304.0,Não
116,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 16:44:42,3.0,2088.0,303.0,Não
117,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 16:37:55,2.6,1934.4,260.5,Não
118,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 16:31:29,1.0,744.0,260.5,Não
119,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 16:28:16,3.0,2232.0,260.0,Não
120,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 16:27:53,4.0,2784.0,303.0,Não
121,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:23:57,4.5,3348.0,302.0,Não
122,SE CON MEN DEZ/19 - Preço Fixo,Boleta,27/12/2019 16:20:47,8.65,6435.6,222.95,Não
123,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 16:19:01,2.0,1488.0,260.0,Não
124,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:14:07,2.0,1488.0,303.0,Não
125,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 16:12:35,2.0,1392.0,302.0,Não
126,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:11:17,31.0,23064.0,300.0,Não
127,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 16:09:47,3.0,2232.0,260.0,Não
128,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:08:54,10.0,7440.0,299.0,Não
129,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 16:06:54,2.5,1860.0,260.0,Não
130,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:05:26,10.0,7440.0,299.0,Não
131,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:04:43,10.0,7440.0,299.0,Não
132,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 16:03:43,1.0,744.0,302.0,Não
133,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:57:00,3.0,2232.0,302.0,Não
134,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:53:03,5.0,3720.0,302.0,Não
135,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 15:48:29,1.0,744.0,302.0,Não
136,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:46:36,2.0,1488.0,261.0,Não
137,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 15:45:20,4.0,2976.0,269.4,Não
138,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 15:44:55,4.0,2784.0,269.4,Não
139,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:43:32,3.0,2232.0,303.0,Não
140,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 15:42:53,7.0,4872.0,305.0,Não
141,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:42:10,8.0,5952.0,290.0,Não
142,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:39:53,2.0,1488.0,259.0,Não
143,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 15:30:23,1.0,744.0,303.0,Não
144,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 15:22:30,5.0,3480.0,305.0,Não
145,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:22:03,4.68,3480.0,305.0,Não
146,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:21:15,0.1,74.4,256.0,Não
147,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 15:20:51,3.0,2088.0,304.0,Não
148,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:19:59,1.0,744.0,259.5,Não
149,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:19:59,0.8,595.2,259.4,Não
150,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 15:17:18,0.5,372.0,260.5,Não
151,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 15:10:27,5.0,3720.0,260.0,Não
152,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 15:06:54,5.5,3828.0,304.0,Não
153,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:05:04,26.0,19344.0,305.0,Não
154,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 15:04:30,2.0,1488.0,302.0,Não
155,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 15:02:28,5.0,3720.0,262.5,Não
156,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 15:01:01,5.0,3720.0,260.0,Não
157,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 14:59:40,2.0,1392.0,304.0,Não
158,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 14:57:13,0.5,372.0,300.5,Não
159,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 14:51:54,0.1,74.4,302.0,Não
160,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 14:48:48,3.0,2232.0,260.0,Não
161,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:40:18,1.0,696.0,305.0,Não
162,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:39:16,0.5,348.0,305.0,Não
163,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 14:35:10,5.0,3720.0,256.0,Não
164,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 14:34:28,10.0,7440.0,300.0,Não
165,SE CON MEN ABR/20 - Preço Fixo,Boleta,27/12/2019 14:32:07,5.0,3600.0,217.0,Não
166,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:29:23,0.1,69.6,297.0,Não
167,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 14:27:51,3.0,2232.0,304.0,Não
168,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:24:56,1.0,696.0,302.0,Não
169,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:24:47,1.0,696.0,303.5,Não
170,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:24:37,1.0,696.0,303.0,Não
171,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 14:24:16,0.6,446.4,304.0,Não
172,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 14:23:06,2.0,1488.0,259.0,Não
173,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 14:22:35,0.4,297.6,304.0,Não
174,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 14:17:45,3.0,2232.0,257.0,Não
175,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 14:07:45,20.0,14880.0,256.0,Não
176,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 14:07:20,2.0,1488.0,301.0,Não
177,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 14:07:17,10.0,6960.0,298.0,Não
178,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 14:05:53,2.0,1488.0,299.5,Não
179,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 14:00:44,2.0,1488.0,301.5,Não
180,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:00:03,1.0,696.0,303.0,Não
181,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 14:00:02,1.0,696.0,302.0,Não
182,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 13:58:54,3.0,2232.0,260.0,Não
183,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 13:57:56,1.0,744.0,259.5,Não
184,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 13:32:08,2.0,1488.0,256.0,Não
185,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 13:30:36,2.0,1488.0,300.0,Não
186,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 13:30:08,3.0,2232.0,300.0,Não
187,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 13:27:56,1.0,744.0,256.0,Não
188,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 13:26:55,2.0,1392.0,298.0,Não
189,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 13:25:29,2.0,1488.0,300.0,Não
190,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 13:17:30,1.0,744.0,298.0,Não
191,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 13:17:29,1.0,744.0,298.0,Não
192,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 13:01:02,3.0,2232.0,300.0,Não
193,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 12:55:22,3.0,2232.0,299.5,Não
194,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 12:52:01,1.0,744.0,300.0,Não
195,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 12:29:07,2.0,1392.0,298.0,Não
196,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 12:29:07,1.5,1044.0,300.0,Não
197,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 12:28:41,3.0,2088.0,298.0,Não
198,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 12:28:16,1.0,744.0,299.0,Não
199,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 12:22:05,5.0,3720.0,299.0,Não
200,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 12:22:05,1.0,744.0,300.0,Não
201,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 12:19:50,5.0,3720.0,298.0,Não
202,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 12:06:53,1.0,696.0,300.0,Não
203,SE CON MEN ABR/20 - Preço Fixo,Boleta,27/12/2019 12:00:58,4.0,2880.0,215.0,Não
204,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:59:02,5.0,3720.0,256.0,Não
205,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:56:27,1.0,744.0,256.0,Não
206,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:55:20,2.0,1488.0,260.0,Não
207,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:51:26,6.0,4176.0,300.0,Não
208,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:50:53,5.0,3720.0,300.0,Não
209,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:47:00,5.0,3720.0,260.0,Não
210,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:46:13,5.0,3720.0,300.0,Não
211,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:45:53,1.0,744.0,259.0,Não
212,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 11:45:42,4.0,2784.0,300.0,Não
213,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:45:23,1.0,744.0,260.0,Não
214,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:44:37,2.0,1488.0,260.0,Não
215,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:44:36,1.0,744.0,259.0,Não
216,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:43:59,1.0,744.0,258.0,Não
217,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:43:07,1.0,744.0,300.0,Não
218,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:42:55,1.0,744.0,300.0,Não
219,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 11:42:31,1.0,696.0,299.99,Não
220,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:41:45,5.0,3720.0,300.0,Não
221,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:40:30,2.0,1488.0,303.5,Não
222,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:39:15,1.0,744.0,300.0,Não
223,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:30:21,3.0,2232.0,257.0,Não
224,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:30:10,2.0,1392.0,298.0,Não
225,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:29:13,3.0,2088.0,297.0,Não
226,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:28:34,3.0,2232.0,299.0,Não
227,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:27:48,10.0,6960.0,298.0,Não
228,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:24:02,3.0,2232.0,298.0,Não
229,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:21:58,3.0,2232.0,299.0,Não
230,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:21:53,5.0,3720.0,255.0,Não
231,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:21:09,5.0,3720.0,298.0,Não
232,SE CON MEN FEV/20 - Preço Fixo,Balcão,27/12/2019 11:21:08,0.5,348.0,297.0,Não
233,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:19:45,2.0,1392.0,295.0,Não
234,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:15:45,5.0,3720.0,256.0,Não
235,SE CON MEN FEV/20 - Preço Fixo,Boleta,27/12/2019 11:14:04,2.0,1392.0,297.0,Não
236,SE CON MEN MAR/20 - Preço Fixo,Boleta,27/12/2019 11:11:03,5.0,3720.0,255.0,Não
237,SE CON MEN JAN/20 - Preço Fixo,Boleta,27/12/2019 11:10:23,2.0,1488.0,296.0,Não
238,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:09:34,1.0,744.0,256.5,Não
239,SE CON MEN MAR/20 - Preço Fixo,Balcão,27/12/2019 11:09:24,1.6,1190.4,256.0,Não
240,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:07:58,0.7,520.8,298.0,Não
241,SE CON MEN JAN/20 - Preço Fixo,Balcão,27/12/2019 11:07:51,1.0,744.0,298.0,Não
