,Produto,Tipo Contrato,Data/Hora,MWm,MWh,Preço (R$),Cancelado
30,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,04/12/2019 11:23:21,3.0,26352.0,193.0,Não
31,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,04/12/2019 11:22:01,3.0,26352.0,193.0,Não
32,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,04/12/2019 10:45:35,10.0,87840.0,195.0,Não
33,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,04/12/2019 10:03:40,2.0,17568.0,194.0,Não
34,SE CON ANU JAN/21 DEZ/21 - Preço Fixo,Boleta,03/12/2019 17:43:21,10.0,87600.0,187.0,Não
35,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 17:34:12,3.0,26352.0,196.5,Não
36,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 17:33:22,10.0,87840.0,196.0,Não
37,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 17:25:35,3.0,26352.0,195.0,Não
38,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 15:28:29,3.0,26352.0,196.0,Não
39,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 15:09:43,2.0,17568.0,197.5,Não
40,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 11:12:42,3.0,26352.0,197.5,Não
41,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,03/12/2019 10:38:35,2.0,17568.0,196.5,Não
42,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,02/12/2019 18:11:55,5.0,43920.0,196.0,Não
43,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,02/12/2019 16:18:17,3.0,26352.0,195.5,Não
44,SE CON ANU JAN/22 DEZ/22 - Preço Fixo,Boleta,02/12/2019 16:00:13,10.0,87600.0,170.0,Não
45,SE CON ANU JAN/21 DEZ/21 - Preço Fixo,Boleta,02/12/2019 15:59:32,10.0,87600.0,186.0,Não
46,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,29/11/2019 18:00:16,2.0,17568.0,198.0,Não
47,SE CON ANU JAN/21 DEZ/21 - Preço Fixo,Boleta,29/11/2019 16:57:03,5.0,43800.0,185.5,Não
48,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,29/11/2019 12:05:52,20.0,175680.0,196.5,Não
49,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Balcão,27/11/2019 17:15:53,1.0,8784.0,196.0,Não
50,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Balcão,27/11/2019 17:15:53,1.0,8784.0,196.0,Não
51,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 17:12:27,5.0,43920.0,197.0,Não
52,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 17:04:17,10.0,87840.0,199.5,Não
53,SE CON ANU JAN/22 DEZ/22 - Preço Fixo,Boleta,27/11/2019 16:48:34,12.99,113792.4,170.0,Não
54,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 16:46:21,1.0,8784.0,195.0,Não
55,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 16:44:31,2.0,17568.0,196.0,Não
56,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 16:26:52,4.0,35136.0,202.0,Não
57,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 16:01:36,5.0,43920.0,198.5,Não
58,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 15:12:21,3.0,26352.0,196.0,Não
59,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 11:18:49,3.0,26352.0,197.0,Não
60,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 11:18:29,3.0,26352.0,199.0,Não
61,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Boleta,27/11/2019 10:46:42,5.0,43920.0,197.0,Não
62,SE CON ANU JAN/20 DEZ/20 - Preço Fixo,Balcão,27/11/2019 10:44:09,1.0,8784.0,197.0,Não
